id,complaint_text,category_label
1599,My reservation disappeared from the system,booking
1600,Unexpected charges appeared on my bill,billing
1601,Refund has not been processed,billing
1602,Reception staff behaved unprofessionally,service
1603,The invoice amount is incorrect,billing
1604,My reservation disappeared from the system,booking
1605,I was charged twice for my reservation,billing
1606,System error while confirming reservation,technical
1607,Mobile app is not loading properly,technical
1608,Room booking was not confirmed,booking
1609,The staff was not helpful during check-in,service
1610,Housekeeping did not clean the room,cleanliness
1611,Payment was deducted but booking not confirmed,billing
1612,Reception staff behaved unprofessionally,service
1613,Mobile app is not loading properly,technical
1614,Reception staff behaved unprofessionally,service
1615,The room had a bad smell,cleanliness
1616,The staff was not helpful during check-in,service
1617,The invoice amount is incorrect,billing
1618,Payment was deducted but booking not confirmed,billing
1619,I received the wrong booking dates,booking
1620,I received the wrong booking dates,booking
1621,Customer service did not respond to my request,service
1622,The booking website crashed during payment,technical
1623,My request was ignored by the service team,service
1624,Housekeeping did not clean the room,cleanliness
1625,Bedsheets were dirty,cleanliness
1626,Unexpected charges appeared on my bill,billing
1627,My request was ignored by the service team,service
1628,Housekeeping did not clean the room,cleanliness
1629,Reception staff behaved unprofessionally,service
1630,The booking website crashed during payment,technical
1631,Reception staff behaved unprofessionally,service
1632,My reservation disappeared from the system,booking
1633,Reception staff behaved unprofessionally,service
1634,The hotel room was not clean,cleanliness
1635,The hotel room was not clean,cleanliness
1636,System error while confirming reservation,technical
1637,Reception staff behaved unprofessionally,service
1638,The room had a bad smell,cleanliness
1639,The website keeps showing server errors,technical
1640,Reception staff behaved unprofessionally,service
1641,I was charged twice for my reservation,billing
1642,The hotel room was not clean,cleanliness
1643,Unexpected charges appeared on my bill,billing
1644,The staff was not helpful during check-in,service
1645,Refund has not been processed,billing
1646,Bedsheets were dirty,cleanliness
1647,The room had a bad smell,cleanliness
1648,Reservation details were incorrect,booking
1649,Payment was deducted but booking not confirmed,billing
1650,Housekeeping did not clean the room,cleanliness
1651,The response from support was very slow,service
1652,Unexpected charges appeared on my bill,billing
1653,Payment was deducted but booking not confirmed,billing
1654,Customer service did not respond to my request,service
1655,Bedsheets were dirty,cleanliness
1656,Booking confirmation email never arrived,booking
1657,Unexpected charges appeared on my bill,billing
1658,Room booking was not confirmed,booking
1659,The invoice amount is incorrect,billing
1660,Refund has not been processed,billing
1661,Refund has not been processed,billing
1662,Housekeeping did not clean the room,cleanliness
1663,Unexpected charges appeared on my bill,billing
1664,The staff was not helpful during check-in,service
1665,The invoice amount is incorrect,billing
1666,The invoice amount is incorrect,billing
1667,I received the wrong booking dates,booking
1668,Housekeeping did not clean the room,cleanliness
1669,Mobile app is not loading properly,technical
1670,Mobile app is not loading properly,technical
1671,The booking website crashed during payment,technical
1672,Unexpected charges appeared on my bill,billing
1673,I received the wrong booking dates,booking
1674,The hotel room was not clean,cleanliness
1675,The website keeps showing server errors,technical
1676,Refund has not been processed,billing
1677,Booking confirmation email never arrived,booking
1678,The booking website crashed during payment,technical
1679,Booking confirmation email never arrived,booking
1680,The response from support was very slow,service
1681,The response from support was very slow,service
1682,Payment was deducted but booking not confirmed,billing
1683,The invoice amount is incorrect,billing
1684,The hotel room was not clean,cleanliness
1685,I was charged twice for my reservation,billing
1686,The staff was not helpful during check-in,service
1687,I received the wrong booking dates,booking
1688,Room booking was not confirmed,booking
1689,The staff was not helpful during check-in,service
1690,The room had a bad smell,cleanliness
1691,The response from support was very slow,service
1692,Reception staff behaved unprofessionally,service
1693,System error while confirming reservation,technical
1694,Payment was deducted but booking not confirmed,billing
1695,The booking website crashed during payment,technical
1696,The hotel room was not clean,cleanliness
1697,Customer service did not respond to my request,service
1698,The hotel room was not clean,cleanliness
1699,My reservation disappeared from the system,booking
1700,I received the wrong booking dates,booking
1701,System error while confirming reservation,technical
1702,Payment was deducted but booking not confirmed,billing
1703,My reservation disappeared from the system,booking
1704,Mobile app is not loading properly,technical
1705,The website keeps showing server errors,technical
1706,The website keeps showing server errors,technical
1707,Reception staff behaved unprofessionally,service
1708,The website keeps showing server errors,technical
1709,Room booking was not confirmed,booking
1710,Bathroom hygiene was unacceptable,cleanliness
1711,The staff was not helpful during check-in,service
1712,My reservation disappeared from the system,booking
1713,My request was ignored by the service team,service
1714,The booking website crashed during payment,technical
1715,The booking website crashed during payment,technical
1716,I received the wrong booking dates,booking
1717,The invoice amount is incorrect,billing
1718,Bathroom hygiene was unacceptable,cleanliness
1719,Reservation details were incorrect,booking
1720,The invoice amount is incorrect,billing
1721,The booking website crashed during payment,technical
1722,The invoice amount is incorrect,billing
1723,The room had a bad smell,cleanliness
1724,Unable to access my account,technical
1725,Payment was deducted but booking not confirmed,billing
1726,Payment was deducted but booking not confirmed,billing
1727,Reception staff behaved unprofessionally,service
1728,Payment was deducted but booking not confirmed,billing
1729,The hotel room was not clean,cleanliness
1730,Room booking was not confirmed,booking
1731,The response from support was very slow,service
1732,System error while confirming reservation,technical
1733,I received the wrong booking dates,booking
1734,Unable to access my account,technical
1735,Mobile app is not loading properly,technical
1736,The invoice amount is incorrect,billing
1737,My request was ignored by the service team,service
1738,The invoice amount is incorrect,billing
1739,The invoice amount is incorrect,billing
1740,Reservation details were incorrect,booking
1741,Unable to access my account,technical
1742,Payment was deducted but booking not confirmed,billing
1743,Mobile app is not loading properly,technical
1744,I received the wrong booking dates,booking
1745,I received the wrong booking dates,booking
1746,I was charged twice for my reservation,billing
1747,The response from support was very slow,service
1748,The hotel room was not clean,cleanliness
1749,The response from support was very slow,service
1750,The staff was not helpful during check-in,service
1751,The response from support was very slow,service
1752,Booking confirmation email never arrived,booking
1753,Unexpected charges appeared on my bill,billing
1754,Mobile app is not loading properly,technical
1755,Refund has not been processed,billing
1756,Booking confirmation email never arrived,booking
1757,Bathroom hygiene was unacceptable,cleanliness
1758,Refund has not been processed,billing
1759,The invoice amount is incorrect,billing
1760,I was charged twice for my reservation,billing
1761,The invoice amount is incorrect,billing
1762,Customer service did not respond to my request,service
1763,I received the wrong booking dates,booking
1764,Payment was deducted but booking not confirmed,billing
1765,Bedsheets were dirty,cleanliness
1766,I was charged twice for my reservation,billing
1767,The invoice amount is incorrect,billing
1768,Room booking was not confirmed,booking
1769,Unexpected charges appeared on my bill,billing
1770,I was charged twice for my reservation,billing
1771,My reservation disappeared from the system,booking
1772,My request was ignored by the service team,service
1773,Reservation details were incorrect,booking
1774,My reservation disappeared from the system,booking
1775,Reservation details were incorrect,booking
1776,The response from support was very slow,service
1777,Customer service did not respond to my request,service
1778,System error while confirming reservation,technical
1779,Room booking was not confirmed,booking
1780,Payment was deducted but booking not confirmed,billing
1781,Housekeeping did not clean the room,cleanliness
1782,The response from support was very slow,service
1783,Reservation details were incorrect,booking
1784,The room had a bad smell,cleanliness
1785,I was charged twice for my reservation,billing
1786,Unable to access my account,technical
1787,Reception staff behaved unprofessionally,service
1788,My request was ignored by the service team,service
1789,My request was ignored by the service team,service
1790,Refund has not been processed,billing
1791,Unable to access my account,technical
1792,The room had a bad smell,cleanliness
1793,The website keeps showing server errors,technical
1794,Bedsheets were dirty,cleanliness
1795,I received the wrong booking dates,booking
1796,The staff was not helpful during check-in,service
1797,The website keeps showing server errors,technical
1798,The staff was not helpful during check-in,service
1799,The booking website crashed during payment,technical
1800,Booking confirmation email never arrived,booking
1801,The website keeps showing server errors,technical
1802,Customer service did not respond to my request,service
1803,The invoice amount is incorrect,billing
1804,The response from support was very slow,service
1805,The hotel room was not clean,cleanliness
1806,My request was ignored by the service team,service
1807,I received the wrong booking dates,booking
1808,Customer service did not respond to my request,service
1809,My request was ignored by the service team,service
1810,System error while confirming reservation,technical
1811,The hotel room was not clean,cleanliness
1812,The website keeps showing server errors,technical
1813,Bathroom hygiene was unacceptable,cleanliness
1814,Bathroom hygiene was unacceptable,cleanliness
1815,Booking confirmation email never arrived,booking
1816,Mobile app is not loading properly,technical
1817,My reservation disappeared from the system,booking
1818,I was charged twice for my reservation,billing
1819,My request was ignored by the service team,service
1820,The staff was not helpful during check-in,service
1821,The room had a bad smell,cleanliness
1822,Unexpected charges appeared on my bill,billing
1823,Bathroom hygiene was unacceptable,cleanliness
1824,The response from support was very slow,service
1825,The response from support was very slow,service
1826,I was charged twice for my reservation,billing
1827,My request was ignored by the service team,service
1828,The staff was not helpful during check-in,service
1829,Bedsheets were dirty,cleanliness
1830,Unexpected charges appeared on my bill,billing
1831,Booking confirmation email never arrived,booking
1832,Unexpected charges appeared on my bill,billing
1833,System error while confirming reservation,technical
1834,Customer service did not respond to my request,service
1835,Reservation details were incorrect,booking
1836,Mobile app is not loading properly,technical
1837,Housekeeping did not clean the room,cleanliness
1838,Mobile app is not loading properly,technical
1839,Bathroom hygiene was unacceptable,cleanliness
1840,I received the wrong booking dates,booking
1841,Mobile app is not loading properly,technical
1842,The staff was not helpful during check-in,service
1843,The room had a bad smell,cleanliness
1844,The hotel room was not clean,cleanliness
1845,My request was ignored by the service team,service
1846,The website keeps showing server errors,technical
1847,My request was ignored by the service team,service
1848,Refund has not been processed,billing
1849,The response from support was very slow,service
1850,The invoice amount is incorrect,billing
1851,System error while confirming reservation,technical
1852,The staff was not helpful during check-in,service
1853,Unable to access my account,technical
1854,Unexpected charges appeared on my bill,billing
1855,Customer service did not respond to my request,service
1856,Unexpected charges appeared on my bill,billing
1857,The booking website crashed during payment,technical
1858,I was charged twice for my reservation,billing
1859,Reservation details were incorrect,booking
1860,Room booking was not confirmed,booking
1861,Reservation details were incorrect,booking
1862,I received the wrong booking dates,booking
1863,The room had a bad smell,cleanliness
1864,Refund has not been processed,billing
1865,Bathroom hygiene was unacceptable,cleanliness
1866,Reception staff behaved unprofessionally,service
1867,I was charged twice for my reservation,billing
1868,The booking website crashed during payment,technical
1869,System error while confirming reservation,technical
1870,I was charged twice for my reservation,billing
1871,Mobile app is not loading properly,technical
1872,Room booking was not confirmed,booking
1873,Payment was deducted but booking not confirmed,billing
1874,Unexpected charges appeared on my bill,billing
1875,Housekeeping did not clean the room,cleanliness
1876,My reservation disappeared from the system,booking
1877,Room booking was not confirmed,booking
1878,The room had a bad smell,cleanliness
1879,The staff was not helpful during check-in,service
1880,Unexpected charges appeared on my bill,billing
1881,Customer service did not respond to my request,service
1882,Booking confirmation email never arrived,booking
1883,Bedsheets were dirty,cleanliness
1884,System error while confirming reservation,technical
1885,The staff was not helpful during check-in,service
1886,Refund has not been processed,billing
1887,Housekeeping did not clean the room,cleanliness
1888,Room booking was not confirmed,booking
1889,Unexpected charges appeared on my bill,billing
1890,Refund has not been processed,billing
1891,Unexpected charges appeared on my bill,billing
1892,The room had a bad smell,cleanliness
1893,The staff was not helpful during check-in,service
1894,The invoice amount is incorrect,billing
1895,The response from support was very slow,service
1896,Refund has not been processed,billing
1897,Unexpected charges appeared on my bill,billing
1898,Reservation details were incorrect,booking
1899,I received the wrong booking dates,booking
1900,Payment was deducted but booking not confirmed,billing
1901,Room booking was not confirmed,booking
1902,Unable to access my account,technical
1903,Mobile app is not loading properly,technical
1904,My reservation disappeared from the system,booking
1905,Unable to access my account,technical
1906,I received the wrong booking dates,booking
1907,The response from support was very slow,service
1908,The hotel room was not clean,cleanliness
1909,The staff was not helpful during check-in,service
1910,Unexpected charges appeared on my bill,billing
1911,The room had a bad smell,cleanliness
1912,Bathroom hygiene was unacceptable,cleanliness
1913,The hotel room was not clean,cleanliness
1914,Booking confirmation email never arrived,booking
1915,Booking confirmation email never arrived,booking
1916,Booking confirmation email never arrived,booking
1917,Reception staff behaved unprofessionally,service
1918,The booking website crashed during payment,technical
1919,My reservation disappeared from the system,booking
1920,Housekeeping did not clean the room,cleanliness
1921,Housekeeping did not clean the room,cleanliness
1922,Bathroom hygiene was unacceptable,cleanliness
1923,Refund has not been processed,billing
1924,Customer service did not respond to my request,service
1925,Customer service did not respond to my request,service
1926,The staff was not helpful during check-in,service
1927,My reservation disappeared from the system,booking
1928,Room booking was not confirmed,booking
1929,My request was ignored by the service team,service
1930,System error while confirming reservation,technical
1931,I was charged twice for my reservation,billing
1932,Booking confirmation email never arrived,booking
1933,Booking confirmation email never arrived,booking
1934,System error while confirming reservation,technical
1935,The room had a bad smell,cleanliness
1936,Payment was deducted but booking not confirmed,billing
1937,Housekeeping did not clean the room,cleanliness
1938,My reservation disappeared from the system,booking
1939,Room booking was not confirmed,booking
1940,My request was ignored by the service team,service
1941,Housekeeping did not clean the room,cleanliness
1942,I was charged twice for my reservation,billing
1943,The hotel room was not clean,cleanliness
1944,The website keeps showing server errors,technical
1945,Unable to access my account,technical
1946,Unable to access my account,technical
1947,Booking confirmation email never arrived,booking
1948,The room had a bad smell,cleanliness
1949,The invoice amount is incorrect,billing
1950,Unable to access my account,technical
1951,My request was ignored by the service team,service
1952,The room had a bad smell,cleanliness
1953,Refund has not been processed,billing
1954,Mobile app is not loading properly,technical
1955,Refund has not been processed,billing
1956,System error while confirming reservation,technical
1957,Unexpected charges appeared on my bill,billing
1958,System error while confirming reservation,technical
1959,Unable to access my account,technical
1960,The invoice amount is incorrect,billing
1961,The response from support was very slow,service
1962,I received the wrong booking dates,booking
1963,Unable to access my account,technical
1964,The hotel room was not clean,cleanliness
1965,Reception staff behaved unprofessionally,service
1966,Reception staff behaved unprofessionally,service
1967,Booking confirmation email never arrived,booking
1968,The booking website crashed during payment,technical
1969,Bathroom hygiene was unacceptable,cleanliness
1970,Unexpected charges appeared on my bill,billing
1971,The room had a bad smell,cleanliness
1972,My request was ignored by the service team,service
1973,The hotel room was not clean,cleanliness
1974,Customer service did not respond to my request,service
1975,The staff was not helpful during check-in,service
1976,The staff was not helpful during check-in,service
1977,My reservation disappeared from the system,booking
1978,Mobile app is not loading properly,technical
1979,System error while confirming reservation,technical
1980,Booking confirmation email never arrived,booking
1981,My reservation disappeared from the system,booking
1982,The invoice amount is incorrect,billing
1983,Unable to access my account,technical
1984,The room had a bad smell,cleanliness
1985,Reception staff behaved unprofessionally,service
1986,Housekeeping did not clean the room,cleanliness
1987,System error while confirming reservation,technical
1988,The response from support was very slow,service
1989,Unexpected charges appeared on my bill,billing
1990,Refund has not been processed,billing
1991,The invoice amount is incorrect,billing
1992,Bathroom hygiene was unacceptable,cleanliness
1993,Customer service did not respond to my request,service
1994,The response from support was very slow,service
1995,Booking confirmation email never arrived,booking
1996,I was charged twice for my reservation,billing
1997,Room booking was not confirmed,booking
1998,My request was ignored by the service team,service
1999,The invoice amount is incorrect,billing
2000,The website keeps showing server errors,technical
